name	type	units	description	sampling_frequency	low_cutoff	high_cutoff	notch	software_filters	status
MRO21	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO22	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO23	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO24	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO31	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO32	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO33	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO34	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO41	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO42	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO43	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO44	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO51	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO52	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRO53	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP11	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP12	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP21	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP22	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP23	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP31	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP32	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP33	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP34	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP35	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP41	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP42	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP43	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP44	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP45	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP51	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP52	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP53	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP54	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP55	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP56	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRP57	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT11	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT12	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT13	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT14	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT15	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT16	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT21	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT22	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT23	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT24	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT25	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT26	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT31	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT32	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT33	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT34	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT35	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT36	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT37	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT41	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT42	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT43	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT44	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT45	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT46	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT47	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT51	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT52	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT53	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT54	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT55	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT56	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MRT57	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MZC01	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MZC02	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MZC03	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MZC04	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MZF01	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MZF02	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MZF03	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MZO01	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MZO02	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MZO03	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
MZP01	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	600	n/a	n/a	SpatialCompensation	good
